drug.sdf	coformer_97.sdf	209
drug.sdf	coformer_98.sdf	273
drug.sdf	coformer_99.sdf	78
drug.sdf	coformer_100.sdf	224
drug.sdf	coformer_101.sdf	77
drug.sdf	coformer_102.sdf	85
drug.sdf	coformer_103.sdf	58
drug.sdf	coformer_104.sdf	293
drug.sdf	coformer_105.sdf	262
drug.sdf	coformer_106.sdf	181
drug.sdf	coformer_107.sdf	296
drug.sdf	coformer_108.sdf	175
drug.sdf	coformer_109.sdf	233
drug.sdf	coformer_110.sdf	92
drug.sdf	coformer_111.sdf	60
drug.sdf	coformer_112.sdf	286
drug.sdf	coformer_113.sdf	35
drug.sdf	coformer_114.sdf	226
drug.sdf	coformer_115.sdf	206
drug.sdf	coformer_116.sdf	18
drug.sdf	coformer_117.sdf	98
drug.sdf	coformer_118.sdf	324
drug.sdf	coformer_119.sdf	114
drug.sdf	coformer_120.sdf	23
drug.sdf	coformer_121.sdf	110
drug.sdf	coformer_122.sdf	239
drug.sdf	coformer_123.sdf	347
drug.sdf	coformer_124.sdf	169
drug.sdf	coformer_125.sdf	186
drug.sdf	coformer_126.sdf	306
drug.sdf	coformer_127.sdf	19
drug.sdf	coformer_128.sdf	62
drug.sdf	coformer_129.sdf	72
drug.sdf	coformer_130.sdf	86
drug.sdf	coformer_131.sdf	8
drug.sdf	coformer_132.sdf	339
drug.sdf	coformer_133.sdf	354
drug.sdf	coformer_134.sdf	39
drug.sdf	coformer_135.sdf	104
drug.sdf	coformer_136.sdf	9
drug.sdf	coformer_137.sdf	204
drug.sdf	coformer_138.sdf	129
drug.sdf	coformer_139.sdf	53
drug.sdf	coformer_140.sdf	278
drug.sdf	coformer_141.sdf	199
drug.sdf	coformer_142.sdf	97
drug.sdf	coformer_143.sdf	253
drug.sdf	coformer_144.sdf	192
drug.sdf	coformer_145.sdf	314
drug.sdf	coformer_146.sdf	318
drug.sdf	coformer_147.sdf	313
drug.sdf	coformer_148.sdf	51
drug.sdf	coformer_149.sdf	88
drug.sdf	coformer_150.sdf	217
drug.sdf	coformer_151.sdf	349
drug.sdf	coformer_152.sdf	121
drug.sdf	coformer_153.sdf	73
drug.sdf	coformer_154.sdf	154
drug.sdf	coformer_155.sdf	205
drug.sdf	coformer_156.sdf	320
drug.sdf	coformer_157.sdf	247
drug.sdf	coformer_158.sdf	207
drug.sdf	coformer_159.sdf	208
drug.sdf	coformer_160.sdf	200
drug.sdf	coformer_161.sdf	147
drug.sdf	coformer_162.sdf	166
drug.sdf	coformer_163.sdf	56
drug.sdf	coformer_164.sdf	119
drug.sdf	coformer_165.sdf	116
drug.sdf	coformer_166.sdf	30
drug.sdf	coformer_167.sdf	150
drug.sdf	coformer_168.sdf	229
drug.sdf	coformer_169.sdf	196
drug.sdf	coformer_170.sdf	338
drug.sdf	coformer_171.sdf	11
drug.sdf	coformer_172.sdf	153
drug.sdf	coformer_173.sdf	252
drug.sdf	coformer_174.sdf	165
drug.sdf	coformer_175.sdf	267
drug.sdf	coformer_176.sdf	183
drug.sdf	coformer_177.sdf	36
drug.sdf	coformer_178.sdf	117
drug.sdf	coformer_179.sdf	136
drug.sdf	coformer_180.sdf	291
drug.sdf	coformer_181.sdf	188
drug.sdf	coformer_182.sdf	152
drug.sdf	coformer_183.sdf	17
drug.sdf	coformer_184.sdf	269
drug.sdf	coformer_185.sdf	42
drug.sdf	coformer_186.sdf	61
drug.sdf	coformer_187.sdf	151
drug.sdf	coformer_188.sdf	79
drug.sdf	coformer_189.sdf	322
drug.sdf	coformer_190.sdf	302
drug.sdf	coformer_191.sdf	219
drug.sdf	coformer_192.sdf	173
drug.sdf	coformer_193.sdf	138
drug.sdf	coformer_194.sdf	180
drug.sdf	coformer_195.sdf	108
drug.sdf	coformer_196.sdf	140
drug.sdf	coformer_197.sdf	352
drug.sdf	coformer_198.sdf	25
drug.sdf	coformer_199.sdf	236
drug.sdf	coformer_200.sdf	26
drug.sdf	coformer_201.sdf	93
drug.sdf	coformer_202.sdf	353
drug.sdf	coformer_203.sdf	237
drug.sdf	coformer_204.sdf	298
drug.sdf	coformer_205.sdf	44
drug.sdf	coformer_206.sdf	4
drug.sdf	coformer_207.sdf	301
drug.sdf	coformer_208.sdf	290
drug.sdf	coformer_209.sdf	212
drug.sdf	coformer_210.sdf	350
drug.sdf	coformer_211.sdf	340
drug.sdf	coformer_212.sdf	210
drug.sdf	coformer_213.sdf	211
drug.sdf	coformer_214.sdf	235
drug.sdf	coformer_215.sdf	332
drug.sdf	coformer_216.sdf	145
drug.sdf	coformer_217.sdf	141
drug.sdf	coformer_218.sdf	317
drug.sdf	coformer_219.sdf	144
drug.sdf	coformer_220.sdf	355
drug.sdf	coformer_221.sdf	159
drug.sdf	coformer_222.sdf	105
drug.sdf	coformer_223.sdf	118
drug.sdf	coformer_224.sdf	327
drug.sdf	coformer_225.sdf	1
drug.sdf	coformer_226.sdf	40
drug.sdf	coformer_227.sdf	319
drug.sdf	coformer_228.sdf	107
drug.sdf	coformer_229.sdf	238
drug.sdf	coformer_230.sdf	225
drug.sdf	coformer_231.sdf	201
drug.sdf	coformer_232.sdf	260
drug.sdf	coformer_233.sdf	33
drug.sdf	coformer_234.sdf	135
drug.sdf	coformer_235.sdf	2
drug.sdf	coformer_236.sdf	308
drug.sdf	coformer_237.sdf	334
drug.sdf	coformer_238.sdf	195
drug.sdf	coformer_239.sdf	3
drug.sdf	coformer_240.sdf	213
drug.sdf	coformer_241.sdf	264
drug.sdf	coformer_242.sdf	249
drug.sdf	coformer_243.sdf	22
drug.sdf	coformer_244.sdf	57
drug.sdf	coformer_245.sdf	171
drug.sdf	coformer_246.sdf	125
drug.sdf	coformer_247.sdf	227
drug.sdf	coformer_248.sdf	271
drug.sdf	coformer_249.sdf	230
drug.sdf	coformer_250.sdf	174
drug.sdf	coformer_251.sdf	258
drug.sdf	coformer_252.sdf	172
drug.sdf	coformer_253.sdf	335
drug.sdf	coformer_254.sdf	241
drug.sdf	coformer_255.sdf	216
drug.sdf	coformer_256.sdf	185
drug.sdf	coformer_257.sdf	351
drug.sdf	coformer_258.sdf	139
drug.sdf	coformer_259.sdf	244
drug.sdf	coformer_260.sdf	294
drug.sdf	coformer_261.sdf	307
drug.sdf	coformer_262.sdf	222
drug.sdf	coformer_263.sdf	124
drug.sdf	coformer_264.sdf	48
drug.sdf	coformer_265.sdf	55
drug.sdf	coformer_266.sdf	321
drug.sdf	coformer_267.sdf	59
drug.sdf	coformer_268.sdf	176
drug.sdf	coformer_269.sdf	240
drug.sdf	coformer_270.sdf	228
drug.sdf	coformer_271.sdf	279
drug.sdf	coformer_272.sdf	255
drug.sdf	coformer_273.sdf	47
drug.sdf	coformer_274.sdf	242
drug.sdf	coformer_275.sdf	103
drug.sdf	coformer_276.sdf	182
drug.sdf	coformer_277.sdf	164
drug.sdf	coformer_278.sdf	268
drug.sdf	coformer_279.sdf	223
drug.sdf	coformer_280.sdf	102
drug.sdf	coformer_281.sdf	325
drug.sdf	coformer_282.sdf	257
drug.sdf	coformer_283.sdf	189
drug.sdf	coformer_284.sdf	197
drug.sdf	coformer_285.sdf	259
drug.sdf	coformer_286.sdf	163
drug.sdf	coformer_287.sdf	90
drug.sdf	coformer_288.sdf	333
drug.sdf	coformer_289.sdf	91
drug.sdf	coformer_290.sdf	14
drug.sdf	coformer_291.sdf	341
drug.sdf	coformer_292.sdf	63
drug.sdf	coformer_293.sdf	131
drug.sdf	coformer_294.sdf	323
drug.sdf	coformer_295.sdf	84
drug.sdf	coformer_296.sdf	38
drug.sdf	coformer_297.sdf	315
drug.sdf	coformer_298.sdf	288
drug.sdf	coformer_299.sdf	12
drug.sdf	coformer_300.sdf	106
drug.sdf	coformer_301.sdf	178
drug.sdf	coformer_302.sdf	309
drug.sdf	coformer_303.sdf	310
drug.sdf	coformer_304.sdf	126
drug.sdf	coformer_305.sdf	295
drug.sdf	coformer_306.sdf	149
drug.sdf	coformer_307.sdf	112
drug.sdf	coformer_308.sdf	299
drug.sdf	coformer_309.sdf	70
drug.sdf	coformer_310.sdf	234
drug.sdf	coformer_311.sdf	282
drug.sdf	coformer_312.sdf	123
drug.sdf	coformer_313.sdf	31
drug.sdf	coformer_314.sdf	95
drug.sdf	coformer_315.sdf	69
drug.sdf	coformer_316.sdf	41
drug.sdf	coformer_317.sdf	5
drug.sdf	coformer_318.sdf	89
drug.sdf	coformer_319.sdf	43
drug.sdf	coformer_320.sdf	184
drug.sdf	coformer_321.sdf	289
drug.sdf	coformer_322.sdf	76
drug.sdf	coformer_323.sdf	283
drug.sdf	coformer_324.sdf	155
drug.sdf	coformer_325.sdf	214
drug.sdf	coformer_326.sdf	80
drug.sdf	coformer_327.sdf	203
drug.sdf	coformer_328.sdf	266
drug.sdf	coformer_329.sdf	263
drug.sdf	coformer_330.sdf	304
drug.sdf	coformer_331.sdf	277
drug.sdf	coformer_332.sdf	29
drug.sdf	coformer_333.sdf	326
drug.sdf	coformer_334.sdf	246
drug.sdf	coformer_335.sdf	187
drug.sdf	coformer_336.sdf	250
drug.sdf	coformer_337.sdf	342
drug.sdf	coformer_338.sdf	272
drug.sdf	coformer_339.sdf	130
drug.sdf	coformer_340.sdf	21
drug.sdf	coformer_341.sdf	221
drug.sdf	coformer_342.sdf	81
drug.sdf	coformer_343.sdf	274
drug.sdf	coformer_344.sdf	336
drug.sdf	coformer_345.sdf	66
drug.sdf	coformer_346.sdf	158
drug.sdf	coformer_347.sdf	179
drug.sdf	coformer_348.sdf	82
drug.sdf	coformer_349.sdf	134
drug.sdf	coformer_350.sdf	20
drug.sdf	coformer_351.sdf	148
drug.sdf	coformer_352.sdf	248
drug.sdf	coformer_353.sdf	190
drug.sdf	coformer_354.sdf	331
drug.sdf	coformer_355.sdf	32
drug.sdf	coformer_356.sdf	132
